(0.711, 0.024)
(0.712, 0.036)
(0.72, 0.047)
(0.718, 0.046)
(0.718, 0.047)
(0.721, 0.057)
(0.724, 0.051)
(0.724, 0.051)
(0.724, 0.051)
(0.724, 0.051)
(0.724, 0.051)
(0.724, 0.051)
(0.724, 0.051)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.721, 0.053)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.056)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.722, 0.051)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.718, 0.051)
(0.71, 0.045)
