(0.723, 0.063)
(0.718, 0.063)
(0.717, 0.058)
(0.716, 0.057)
(0.716, 0.057)
(0.715, 0.056)
(0.715, 0.056)
(0.715, 0.056)
(0.715, 0.056)
(0.715, 0.056)
(0.715, 0.056)
(0.715, 0.056)
(0.715, 0.048)
(0.715, 0.048)
(0.715, 0.048)
(0.714, 0.042)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
(0.71, 0.046)
