(0.711, 0.057)
(0.716, 0.065)
(0.713, 0.069)
(0.699, 0.059)
(0.703, 0.049)
(0.703, 0.049)
(0.718, 0.053)
(0.718, 0.053)
(0.718, 0.053)
(0.718, 0.053)
(0.714, 0.049)
(0.714, 0.049)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.712, 0.045)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
(0.713, 0.048)
