(0.834, 0.124)
(0.849, 0.129)
(0.858, 0.132)
(0.861, 0.139)
(0.864, 0.139)
(0.866, 0.144)
(0.868, 0.143)
(0.87, 0.142)
(0.871, 0.143)
(0.872, 0.143)
(0.874, 0.143)
(0.874, 0.144)
(0.875, 0.144)
(0.876, 0.143)
(0.877, 0.143)
(0.877, 0.143)
(0.878, 0.144)
(0.879, 0.144)
(0.879, 0.144)
(0.879, 0.145)
(0.88, 0.145)
(0.88, 0.145)
(0.881, 0.145)
(0.881, 0.145)
(0.881, 0.145)
(0.881, 0.146)
(0.882, 0.146)
(0.882, 0.146)
(0.883, 0.146)
(0.883, 0.146)
(0.883, 0.146)
(0.883, 0.146)
(0.884, 0.147)
(0.884, 0.147)
(0.884, 0.147)
(0.884, 0.147)
(0.885, 0.147)
(0.885, 0.147)
(0.885, 0.148)
(0.885, 0.148)
(0.885, 0.148)
(0.885, 0.148)
(0.886, 0.148)
(0.886, 0.148)
(0.886, 0.148)
(0.886, 0.148)
(0.886, 0.148)
(0.886, 0.148)
(0.886, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.887, 0.148)
(0.888, 0.148)
(0.888, 0.148)
(0.888, 0.148)
(0.888, 0.148)
(0.888, 0.148)
(0.888, 0.149)
(0.888, 0.148)
(0.888, 0.149)
(0.888, 0.148)
(0.889, 0.148)
