(0.381, 0.02)
(0.346, 0.014)
(0.464, 0.021)
(0.477, 0.021)
(0.628, 0.028)
(0.653, 0.035)
(0.68, 0.043)
(0.744, 0.051)
(0.746, 0.051)
(0.705, 0.047)
(0.705, 0.047)
(0.705, 0.047)
(0.705, 0.047)
(0.705, 0.047)
(0.705, 0.047)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
(0.734, 0.06)
